cl_id,cl_tracked,cl_fraud,cl_refunded,cb_amount,rf_amount,pv,revenue,co_name,gender,datecl,payment_method,mid,pid,card_brand,ps_id,pss_id
8387,0,0,1,16.56,38.24,3976.12,211.56,Canada,male,2021-01-20,Mobile,251,1139,Amex,63,14
4777,1,1,1,2.52,45.6,2424.96,915.4,Netherlands,male,2021-01-25,Bank transfers,67,1192,JBC,100,47
5771,1,1,0,35.32,26.96,3896.2,112.04,Germany,male,2021-01-17,Mobile,134,1054,Amex,27,40
3024,0,1,0,32.76,6.6,4136.92,843.24,United Kingdom,male,2021-03-22,Mobile,215,1007,Visa,49,72
793,1,1,0,24.28,37,1838.8,459.24,Spain,female,2021-02-06,Credit cards,223,1058,MasterCard,39,40
6160,0,1,1,4.88,18.4,4207.16,478.32,Spain,male,2021-03-26,Prepaid cards,176,1245,JBC,67,76
7863,0,1,0,42.16,25,2165.72,685.28,Ireland,male,2021-01-05,E-Wallet,242,1087,JBC,58,14
9848,1,1,1,29.72,26.96,2988.12,787.28,Turkey,male,2021-01-04,Prepaid cards,68,1268,MasterCard,26,36
6365,1,1,1,46.36,42.28,3441.04,230.44,Switzerland,male,2021-01-26,Mobile,16,1261,JBC,43,62
2591,0,0,0,19.4,17.52,2319.16,609.6,Canada,female,2021-02-08,Prepaid cards,170,1295,Amex,22,56
7796,0,1,1,33.24,31,4442.24,458.4,Netherlands,female,2021-03-29,Credit cards,201,1116,JBC,79,20
2842,1,0,1,33.52,36.16,1932.56,535.16,Iran,male,2021-03-25,Bank transfers,249,1124,JBC,99,94
9398,1,0,0,6.6,9.04,4895.08,788.44,United States,male,2021-03-18,Prepaid cards,216,1160,Amex,83,76
5123,0,0,1,29.8,47.2,3355.72,894.2,Norway,male,2021-03-06,Prepaid cards,169,1261,Amex,77,41
9887,0,0,0,31.52,38,3992.64,93.32,Switzerland,female,2021-02-21,Prepaid cards,246,1158,Visa,11,72
6089,0,1,1,7.44,7.8,4898.84,912.4,Netherlands,female,2021-02-05,Mobile,143,1097,Visa,90,29
2960,0,0,0,7.64,26.88,2447.96,231.36,New Zealand,male,2021-01-24,Prepaid cards,141,1095,MasterCard,10,78
9584,1,0,0,46.36,47.04,4073.32,393,Netherlands,male,2021-01-31,Mobile,234,1013,MasterCard,2,47
9606,1,0,0,22.24,45.2,2250.56,266.52,United Kingdom,female,2021-02-14,E-Wallet,109,1257,MasterCard,62,94
5270,0,1,0,6.72,13.6,1004.56,734.72,New Zealand,male,2021-02-28,Mobile,87,1031,Visa,73,32
3690,1,1,1,9.76,40.84,4904.96,882.72,Netherlands,male,2021-02-23,E-Wallet,111,1283,Amex,38,77
6287,0,1,1,38.44,33.72,3409.44,909.16,Australia,male,2021-03-30,Prepaid cards,271,1063,MasterCard,70,24
1055,0,0,0,22.52,38.28,1845.72,871.6,Netherlands,male,2021-03-19,Prepaid cards,123,1246,Visa,61,50
9939,1,1,0,4.92,4.44,1691.32,335.4,Turkey,male,2021-03-07,Prepaid cards,12,1215,Amex,51,68
7100,1,0,1,25.6,14.72,4691.2,142.8,Denmark,male,2021-01-21,Mobile,275,1267,Amex,35,77
2664,0,0,1,34.44,18.68,1857.64,188,United Kingdom,female,2021-03-17,Bank transfers,21,1238,MasterCard,4,89
9389,1,0,1,36.64,42.76,4894.04,189.64,Finland,female,2021-02-10,Prepaid cards,284,1143,JBC,35,93
5639,1,1,1,26.4,30.96,3637.16,254.12,Germany,female,2021-01-08,Bank transfers,151,1288,MasterCard,6,45
2314,0,1,0,9.76,24.48,3730.52,305.48,Switzerland,female,2021-02-06,Credit cards,284,1272,JBC,79,60
8420,0,0,0,43.28,3.32,4611,859.6,United States,female,2021-02-21,Mobile,113,1209,JBC,38,96
9410,0,0,0,16.52,3.4,3358.12,269.08,Canada,female,2021-02-26,Mobile,262,1118,Visa,58,76
2131,1,1,0,45.8,17.6,3611.44,246.52,United Kingdom,male,2021-03-01,Credit cards,79,1152,Amex,64,57
6399,1,0,1,45.56,44.16,1823.84,463.32,Ireland,female,2021-01-18,Prepaid cards,279,1125,MasterCard,54,31
9637,1,1,1,5.04,27.6,2675.36,391.84,Canada,male,2021-02-09,E-Wallet,281,1145,Visa,98,93
4408,0,1,0,9.12,5.8,4017.8,707.16,Switzerland,male,2021-03-10,E-Wallet,82,1102,Visa,58,55
2593,0,0,0,22.52,8.4,2464.52,530.08,Turkey,female,2021-01-21,Prepaid cards,16,1266,JBC,79,20
7923,0,1,0,15.6,15.28,4652.16,741.8,Canada,female,2021-01-26,Bank transfers,73,1189,MasterCard,68,19
4282,0,1,0,6.84,47.88,3350.28,489.24,Canada,female,2021-03-05,Mobile,79,1285,Amex,35,65
940,1,1,1,29.2,48.64,1370.44,749.08,Spain,female,2021-02-26,Mobile,44,1168,Amex,4,44
3960,1,0,1,21.92,45.12,4709,198.24,Netherlands,female,2021-02-28,E-Wallet,143,1190,Amex,49,37
157,1,1,1,37.48,46.4,4585.68,139.76,Germany,female,2021-03-15,Prepaid cards,54,1074,MasterCard,1,100
5392,1,0,0,40.96,44.36,2383.76,485.52,Iran,female,2021-01-20,Mobile,250,1181,Amex,45,6
2183,1,1,0,46.04,13,3915.52,621.52,Germany,female,2021-01-28,Bank transfers,82,1094,Visa,66,9
8184,0,1,0,42.92,49.32,3707.44,197.92,France,male,2021-03-30,Bank transfers,182,1162,Visa,43,57
1328,1,0,0,48.44,4,3348.24,114.04,Canada,female,2021-03-03,Mobile,169,1228,Amex,42,14
7207,1,0,1,3.32,36.76,2952.8,457.32,Finland,male,2021-01-26,E-Wallet,188,1106,Amex,22,5
6029,1,1,1,7.8,1.72,4388.8,675.92,Spain,male,2021-03-24,Credit cards,96,1192,Visa,16,72
1727,0,0,1,24.96,20.88,2432.6,287.76,Switzerland,male,2021-01-17,Prepaid cards,135,1220,MasterCard,39,13
2809,1,1,0,29.72,26.8,1578,55.36,France,male,2021-01-19,E-Wallet,233,1210,MasterCard,85,96
8977,0,1,1,42.48,43.96,4683.24,192.88,Brazil,female,2021-01-06,Mobile,166,1189,Amex,59,62
1213,1,0,0,47.16,42.04,4398.92,312.6,Norway,male,2021-01-14,Prepaid cards,138,1283,Amex,30,73
7559,1,0,1,14.76,15.2,1092.32,921.44,United Kingdom,male,2021-01-31,Bank transfers,23,1141,Visa,12,96
3660,0,1,1,29.2,33.48,4183.4,551.84,New Zealand,female,2021-01-13,Credit cards,105,1226,JBC,35,76
2527,0,0,1,20.88,22.64,2055.84,286.68,United Kingdom,female,2021-02-28,Prepaid cards,243,1013,Visa,48,51
8795,1,0,1,39.88,42.72,1793.92,744.16,Germany,male,2021-03-18,Bank transfers,168,1273,Amex,16,10
8952,0,0,1,3.04,8.08,1822.24,786.2,Norway,male,2021-02-27,E-Wallet,6,1241,MasterCard,81,62
9043,0,0,1,43.12,21.6,1680.32,787.12,Switzerland,female,2021-02-09,Credit cards,112,1272,JBC,4,28
7320,1,0,0,28,43.32,2160.88,228.08,Germany,male,2021-03-20,Bank transfers,177,1029,Visa,35,52
8763,0,0,0,40.2,6.52,3657.8,576.16,France,male,2021-01-12,Prepaid cards,176,1053,Amex,86,70
2790,1,0,1,46.88,45.56,3102.16,510.28,Denmark,female,2021-01-15,Mobile,99,1232,Visa,56,9
4830,1,0,0,46.16,8.72,2474.12,440.52,France,male,2021-02-28,Credit cards,289,1204,Visa,16,17
815,1,1,1,48.6,27.44,1570.84,312.72,United Kingdom,male,2021-02-15,Mobile,188,1242,Visa,85,51
9119,0,1,1,11.96,2.84,3222.04,770.88,Switzerland,female,2021-02-20,Prepaid cards,245,1130,MasterCard,10,37
4438,1,0,0,45.56,30.88,1069.48,621.24,Denmark,female,2021-01-25,E-Wallet,146,1196,Visa,34,19
3691,0,0,0,39.6,36.24,1924.16,883,United Kingdom,female,2021-02-14,Prepaid cards,58,1281,JBC,70,93
7530,0,0,0,1.68,49.2,2754.8,263.16,Spain,female,2021-03-14,Mobile,256,1009,JBC,76,79
6143,1,0,1,44.2,31.12,2793,400.64,Germany,male,2021-01-26,Prepaid cards,45,1221,JBC,45,62
4173,0,0,0,43.16,30.88,4463.84,708.44,Ireland,male,2021-03-13,Bank transfers,119,1108,Amex,5,80
3512,1,0,0,5,11.6,4490.32,597.28,Germany,female,2021-01-12,Credit cards,52,1131,JBC,78,31
6150,0,1,1,17.92,19.92,3556.36,175.72,Norway,female,2021-01-17,Prepaid cards,217,1231,JBC,69,51
6675,1,1,0,12.2,38.52,2911.08,918.28,Iran,female,2021-03-09,Bank transfers,212,1019,Amex,40,25
4387,1,1,1,22.8,16.4,4522.72,726.44,Australia,male,2021-03-03,E-Wallet,16,1160,Amex,88,83
6186,1,1,1,10.92,35.08,1661.56,639.24,Turkey,female,2021-01-31,E-Wallet,94,1252,JBC,30,27
6601,0,0,0,15.92,21.32,1840.28,827,Germany,male,2021-03-23,Bank transfers,130,1041,Amex,36,93
7689,0,0,1,14.28,24,2457.12,562.72,New Zealand,male,2021-03-19,E-Wallet,192,1292,Visa,3,15
82,1,1,0,17.12,35.56,2298.2,886.6,Germany,male,2021-03-21,Prepaid cards,77,1047,Visa,76,60
5497,0,0,0,11.2,43.32,4578.56,469.12,Norway,male,2021-01-26,Mobile,139,1193,Amex,79,67
7361,1,0,1,31.64,36.2,4276.44,177.16,Turkey,male,2021-03-15,Mobile,224,1248,JBC,40,18
4132,0,1,1,29.6,47.36,4495.52,327.84,Germany,female,2021-02-25,E-Wallet,68,1068,JBC,77,25
6708,1,0,0,17.48,20.04,4781.92,517.92,Norway,female,2021-02-11,Bank transfers,222,1012,Visa,96,79
7009,1,0,0,44.8,39.6,4920.32,939.64,Norway,male,2021-01-04,Mobile,26,1073,Amex,71,48
8264,1,0,1,3.4,20.56,3385.8,222.56,Iran,male,2021-02-17,Mobile,45,1104,Visa,75,66
2248,1,0,0,37.84,19.4,3152.52,480.48,Spain,female,2021-02-20,Credit cards,11,1032,Visa,90,13
2477,0,0,1,40.24,43.88,4744.32,754.28,Germany,male,2021-01-30,Prepaid cards,118,1116,MasterCard,25,6
9149,1,1,0,24.48,20.72,3141,452.36,Netherlands,female,2021-03-28,Prepaid cards,169,1053,JBC,37,90
7161,0,0,1,16.88,49.52,4805.76,540.08,Netherlands,male,2021-01-26,Prepaid cards,199,1285,JBC,83,10
9891,1,0,1,21.96,5.44,3384.2,95.12,Turkey,female,2021-01-10,E-Wallet,83,1240,Visa,23,21
9928,0,1,0,3.64,7.44,2000.76,324.04,Norway,male,2021-01-01,Prepaid cards,264,1023,Amex,31,61
297,1,1,1,10.88,35.4,3306.76,175,France,female,2021-01-24,Mobile,45,1109,JBC,45,96
100,1,1,1,12.88,9.44,1825.64,336.68,Spain,male,2021-02-09,Credit cards,293,1221,Visa,16,100
507,0,1,0,24.96,33.68,4377.6,801.36,Ireland,male,2021-01-10,Bank transfers,282,1162,JBC,42,18
3755,0,0,1,22.56,46,3501.24,106,Netherlands,male,2021-01-25,Credit cards,250,1228,JBC,33,96
9372,0,0,0,26.76,45.4,2819,309.6,Ireland,female,2021-03-06,Bank transfers,93,1274,JBC,36,7
8147,0,0,0,29.16,37.88,4656.8,289.76,Ireland,female,2021-02-16,Bank transfers,62,1051,Amex,25,52
1831,1,0,0,42.68,30.56,3980.36,605.64,Germany,female,2021-03-12,Bank transfers,198,1125,Amex,41,43
4290,1,1,0,17.12,8.92,3984.04,115.52,Ireland,female,2021-02-13,E-Wallet,119,1191,JBC,52,52
6325,1,1,1,7.12,45.36,1177.92,184.36,Turkey,female,2021-02-05,Prepaid cards,1,1169,MasterCard,35,31
7567,0,1,0,18.32,17.68,4569.96,173.36,Norway,female,2021-03-28,Bank transfers,232,1289,JBC,20,68
448,0,1,0,20.64,25.72,2424.76,234.92,France,female,2021-01-31,Bank transfers,28,1147,MasterCard,24,77
3763,0,0,0,20.8,38.68,2071.96,713.64,Norway,male,2021-02-13,Bank transfers,5,1024,JBC,50,33
3227,0,1,1,32.16,16.84,3841.84,608.24,Norway,male,2021-03-21,Mobile,155,1074,Amex,98,3
2982,0,1,1,21.6,34.08,4162.88,973.16,Brazil,female,2021-03-15,E-Wallet,185,1037,Amex,40,42
4005,0,0,1,10.72,17.96,4317.64,956.72,Ireland,male,2021-03-09,Mobile,215,1144,Visa,83,59
4721,1,0,0,41.16,34.72,2439.4,662.52,Ireland,male,2021-01-14,Prepaid cards,292,1238,Visa,70,15
1924,0,1,0,34.96,8.68,2665.96,401.84,Ireland,female,2021-02-28,Bank transfers,51,1235,JBC,75,67
2594,1,1,0,12.32,22.56,1291.48,271.08,Denmark,female,2021-03-06,E-Wallet,211,1074,JBC,10,75
270,1,1,0,4.76,29.44,4884.04,966.52,Germany,female,2021-03-28,E-Wallet,201,1026,JBC,95,77
9623,1,1,1,19.72,30.88,3495.56,168.4,United Kingdom,male,2021-02-04,Credit cards,121,1165,JBC,72,82
8311,0,1,0,7.84,12.72,4272.4,386.64,Switzerland,female,2021-03-30,Prepaid cards,31,1191,MasterCard,9,52
9485,1,0,0,31.96,9.96,1087.32,236.72,United States,male,2021-02-23,Bank transfers,287,1149,Visa,74,10
785,1,1,1,47.76,22.8,4208.24,380.12,Norway,male,2021-02-27,Prepaid cards,18,1096,MasterCard,19,87
2232,1,1,0,8.6,35.84,2390.08,696.44,Netherlands,female,2021-03-28,Mobile,96,1196,MasterCard,90,32
4613,1,0,1,44.76,27,3814.08,910.16,United States,female,2021-03-05,Mobile,251,1276,MasterCard,68,16
944,0,0,0,32.52,28.6,3066.8,993.28,Canada,male,2021-01-02,Prepaid cards,92,1183,Amex,23,7
205,1,1,1,1.28,40.8,1630,780.24,United Kingdom,female,2021-03-05,Mobile,300,1070,Amex,55,69
9649,0,0,0,49.56,37.28,3114.16,129.28,Denmark,male,2021-02-27,Bank transfers,156,1054,Visa,29,81
2214,0,1,0,13.32,3.52,3224.16,257.92,Denmark,female,2021-03-12,E-Wallet,38,1274,MasterCard,76,60
3400,1,0,1,16.44,4.8,3276.76,818.28,France,female,2021-01-27,Bank transfers,129,1032,JBC,70,88
8685,1,1,0,39.4,35.36,1180.68,283.12,Denmark,female,2021-03-17,Prepaid cards,282,1279,MasterCard,58,77
4745,1,1,1,6.32,2.08,3680.24,906.76,Turkey,female,2021-02-19,Bank transfers,68,1105,Amex,57,86
4868,0,0,1,21,19.48,2932.04,482.64,Norway,female,2021-01-01,Prepaid cards,298,1243,Amex,93,90
9519,0,1,0,41.72,21.88,3494.08,652.08,France,male,2021-02-06,Prepaid cards,98,1208,JBC,79,84
9030,1,1,0,6.32,44.04,1980.44,766.12,Turkey,male,2021-03-11,E-Wallet,170,1208,Amex,9,74
4034,0,0,0,35.52,28.28,2874.76,269.72,Iran,female,2021-03-06,Bank transfers,147,1096,Visa,1,32
7890,0,1,0,1.32,22.04,3435.96,115.56,France,female,2021-01-01,Mobile,76,1065,Amex,2,16
5110,0,0,0,34.68,4.72,1222.08,901.68,Norway,female,2021-01-26,Mobile,132,1273,Visa,49,18
846,0,0,1,47.68,31.04,2451,653.84,Brazil,male,2021-02-01,E-Wallet,52,1182,Amex,58,43
6394,0,1,0,40.68,31.8,1959.96,886.84,France,female,2021-01-16,Mobile,75,1055,MasterCard,16,68
9706,0,1,1,37.4,42.24,2694.36,199.48,Norway,male,2021-01-12,Credit cards,53,1272,Amex,15,48
1308,1,0,1,23.96,13.4,2820.68,458.76,France,male,2021-03-18,Mobile,29,1056,JBC,22,11
7382,1,1,0,29.32,30.4,4928.2,417.6,Finland,female,2021-03-22,Mobile,17,1185,MasterCard,50,78
4575,0,1,0,1.52,19.68,3668.44,259.64,France,female,2021-01-25,Credit cards,215,1158,Amex,14,54
7959,0,0,0,29.2,20.12,2128.8,414.12,New Zealand,male,2021-03-13,Bank transfers,202,1015,Amex,37,7
9660,0,0,0,14.92,28.48,3448.8,501.92,Ireland,male,2021-01-30,E-Wallet,176,1071,JBC,35,4
8971,0,0,1,35.48,19.64,2347.68,873.8,United States,female,2021-03-21,Bank transfers,212,1093,Amex,7,49
6548,0,1,1,12.2,37.32,1963.44,981.32,Netherlands,female,2021-03-18,Mobile,32,1218,MasterCard,82,30
6295,0,0,0,30.96,47.68,3723.92,935.44,Spain,female,2021-03-11,Bank transfers,6,1056,Amex,57,64
4345,1,0,0,9.2,34.36,1263.04,613.72,Finland,female,2021-01-18,Prepaid cards,61,1164,MasterCard,69,90
1117,1,1,1,38.04,7.92,3832.88,510.56,Turkey,male,2021-03-27,E-Wallet,83,1076,Visa,19,57
5410,1,1,1,16.48,22.68,3831.92,868.08,Turkey,female,2021-02-09,Mobile,201,1108,MasterCard,94,67
1494,1,1,1,37.56,31.32,2059.52,981.6,United States,female,2021-02-09,Credit cards,297,1248,Visa,77,95
9441,1,0,0,49.52,21.32,3754.48,278.8,Switzerland,male,2021-03-24,Credit cards,260,1276,MasterCard,6,7
8686,1,1,0,45.84,38.88,3175.12,124.2,Denmark,male,2021-01-20,Prepaid cards,95,1198,Amex,45,62
7164,0,0,1,39.96,47.2,1653.68,724.16,United States,female,2021-01-29,Bank transfers,51,1281,Visa,70,24
6946,1,1,1,3.68,30.48,3059.04,862.32,Iran,female,2021-01-31,Credit cards,171,1249,Amex,13,51
6900,1,1,1,10.24,48.96,2320.76,897.04,United States,female,2021-03-12,E-Wallet,137,1262,Amex,96,91
3962,1,1,1,47.04,27.2,2822.04,588.72,Ireland,male,2021-03-14,Credit cards,161,1176,Visa,39,39
5932,1,0,0,8.04,16.16,1264.8,770.36,Germany,male,2021-02-04,E-Wallet,242,1212,Visa,15,49
8972,1,1,1,45.72,2.12,2088.16,782.92,Switzerland,female,2021-01-11,E-Wallet,26,1003,Amex,77,46
7968,1,0,0,21.68,22.48,4765.56,529.8,Australia,male,2021-01-15,Credit cards,270,1105,MasterCard,49,23
5928,1,1,0,4.68,15.68,1068.36,993.8,Switzerland,female,2021-02-01,Prepaid cards,158,1026,Visa,97,55
6741,1,1,0,18.12,7.16,4921.24,389.16,Switzerland,male,2021-03-23,Mobile,42,1187,JBC,16,90
6502,1,0,1,43.92,5.88,2472.08,407.96,France,female,2021-01-05,Prepaid cards,66,1197,JBC,99,97
6648,0,0,1,24.64,7.68,2986.16,419.96,Switzerland,female,2021-02-06,Credit cards,86,1015,MasterCard,28,68
3988,1,1,0,15.2,1.08,4752,789.32,Australia,male,2021-02-18,E-Wallet,177,1064,JBC,5,77
2227,1,1,1,29.8,13.52,1289.08,830.84,Switzerland,female,2021-03-28,Credit cards,241,1276,MasterCard,78,60
2863,1,1,0,21.2,41.64,4882.76,213.96,United States,female,2021-02-01,Bank transfers,79,1054,Visa,23,44
783,0,1,1,19.92,7.76,3943.2,847.24,Netherlands,female,2021-03-28,Credit cards,208,1266,Visa,17,1
608,0,1,0,21.24,37,1278,675.68,Germany,female,2021-01-07,E-Wallet,54,1118,JBC,96,50
8975,0,0,1,5.8,47.4,3582.32,728.84,Ireland,female,2021-01-25,E-Wallet,289,1148,Visa,78,68
6523,1,1,0,27.52,35.4,2972,776.92,Switzerland,female,2021-01-11,Mobile,265,1019,JBC,38,68
3639,1,1,0,7.48,49.92,3628.76,625.44,New Zealand,male,2021-01-29,Bank transfers,21,1262,Amex,58,67
8233,0,1,0,29,32.92,3053,257.44,Denmark,male,2021-02-11,Mobile,41,1238,JBC,36,95
2957,1,0,0,10.76,46.24,3065.76,452.4,Spain,male,2021-01-13,E-Wallet,31,1144,Amex,3,14
2444,1,0,1,39.88,2.28,3389.32,210.56,Brazil,female,2021-01-28,Credit cards,179,1100,Amex,43,39
9869,0,1,0,42,44.04,2026.84,445.92,Norway,female,2021-03-22,Credit cards,92,1225,Amex,49,86
5661,0,1,1,11.8,44.8,1336.44,513.68,Ireland,male,2021-01-02,E-Wallet,47,1181,MasterCard,12,9
3257,1,1,1,11.36,25.8,1925.6,646.92,Denmark,male,2021-03-10,E-Wallet,145,1275,JBC,83,83
7787,1,1,0,2.56,31.64,4589.64,533.88,United Kingdom,male,2021-01-27,Credit cards,21,1275,JBC,54,11
5100,0,0,0,25.04,26.4,2925.72,507.72,Germany,female,2021-02-21,Credit cards,111,1051,MasterCard,81,85
6409,0,1,0,9.4,18.16,1032.64,201.32,Finland,female,2021-01-01,Prepaid cards,94,1000,Amex,23,52
4052,0,1,0,21.48,47.28,2901.04,218.24,Iran,male,2021-01-01,Prepaid cards,37,1106,MasterCard,67,10
6825,1,1,1,32.32,19.28,4355.28,647.4,Canada,female,2021-01-07,E-Wallet,134,1208,JBC,74,95
109,0,0,0,8.16,4.56,2418.2,932.16,Finland,female,2021-02-08,Credit cards,281,1004,Visa,90,33
366,0,0,1,14.28,23,3786.72,252.52,Brazil,male,2021-01-17,E-Wallet,170,1155,Amex,70,27
6931,1,1,1,18.4,49.24,1850.4,444.72,Germany,female,2021-03-20,Credit cards,155,1235,Amex,31,66
3319,0,1,1,2.72,33.2,4907.92,284.24,Finland,male,2021-03-02,Prepaid cards,226,1262,Amex,15,87
2204,1,0,1,14.68,23.2,1100.56,876.88,Iran,male,2021-03-29,Credit cards,59,1106,MasterCard,21,39
9494,0,1,1,35.48,32.52,4783.4,402.92,Switzerland,female,2021-02-13,Bank transfers,166,1063,JBC,40,15
3631,1,1,1,3.08,19.08,4083.04,69.4,Netherlands,female,2021-02-08,Prepaid cards,3,1015,Amex,53,4
5502,1,1,1,31.16,30.24,3963.72,989.04,France,female,2021-03-08,E-Wallet,247,1097,MasterCard,30,67
1577,1,0,0,27.6,42.44,1826.48,856.12,Switzerland,female,2021-01-05,Prepaid cards,52,1039,MasterCard,62,9
8618,0,0,1,33.44,25,4617.08,99.48,Norway,female,2021-01-09,Mobile,198,1014,Visa,19,71
8126,1,0,0,44.24,3.84,1776.04,638.72,Australia,female,2021-03-03,Mobile,155,1091,JBC,90,30
6757,1,0,1,15.96,20.36,3987.56,974.6,Finland,male,2021-02-20,E-Wallet,171,1275,JBC,27,100
4543,1,1,0,30.64,29.36,3547.08,531.52,New Zealand,female,2021-01-25,Credit cards,229,1227,Amex,15,80
3830,1,0,1,32.24,42.04,2314.24,953.36,United States,male,2021-03-04,Mobile,73,1108,Amex,46,68
2669,0,0,0,31.12,9.84,3484.64,925.44,Norway,male,2021-03-06,Prepaid cards,172,1216,Amex,8,5
9358,0,1,0,45.72,40.12,1718.52,315.76,Netherlands,male,2021-02-11,E-Wallet,89,1065,MasterCard,84,74
6158,0,1,1,33.16,14.36,3898.4,504.68,Ireland,female,2021-02-13,Bank transfers,285,1236,MasterCard,42,58
9483,0,1,0,18.92,42.72,4474.04,350.4,Australia,male,2021-01-21,E-Wallet,18,1153,MasterCard,40,14
2407,1,1,0,21.44,25.56,3303.92,879.88,United States,male,2021-03-10,Mobile,95,1087,JBC,32,17
5355,0,1,1,34.76,42.4,1892.24,724.92,Norway,female,2021-02-26,Mobile,274,1032,JBC,50,78
7901,1,1,1,38.12,47.48,1464.84,845.2,Switzerland,female,2021-01-21,Credit cards,281,1211,Visa,54,98
5418,0,1,1,45.64,45.04,4473.12,318.24,Finland,female,2021-03-30,Prepaid cards,43,1112,Visa,63,63
584,0,1,0,9.16,1.32,2231.6,340.56,Norway,male,2021-03-16,Mobile,19,1247,Visa,63,40
2031,0,1,1,19.96,31.72,1928.16,824.72,Switzerland,male,2021-01-17,E-Wallet,188,1212,Visa,21,85
2561,0,0,1,24.92,17.28,3692.64,869.12,United Kingdom,female,2021-03-04,Bank transfers,82,1131,Amex,55,51
6608,0,1,1,7.24,19.8,1639.4,215.44,Brazil,male,2021-02-28,Prepaid cards,245,1144,JBC,8,53
9555,1,1,0,22.64,15.64,4162.64,198.08,Turkey,female,2021-03-27,Credit cards,156,1147,MasterCard,24,26
5739,1,1,1,12.4,9.96,3840.08,214.64,Canada,male,2021-02-18,Prepaid cards,247,1217,Amex,64,55
719,1,1,0,16.44,2.64,3797,307.72,Ireland,female,2021-02-21,Bank transfers,209,1213,JBC,34,70
5981,1,0,0,31.8,12.12,1320.04,193.6,United Kingdom,male,2021-02-14,Prepaid cards,7,1297,MasterCard,77,8
5738,0,1,1,12.08,37.76,3177.24,725.28,Finland,male,2021-01-25,E-Wallet,204,1223,MasterCard,99,85
1567,1,0,0,4.72,22.2,3687.48,285.32,Iran,male,2021-02-05,Bank transfers,48,1211,JBC,37,13
4889,1,0,0,17.72,25.32,3048.44,406.92,Germany,female,2021-01-14,Prepaid cards,260,1286,MasterCard,72,44
4204,0,1,0,22.52,3.52,1768.48,858.24,Brazil,female,2021-03-06,E-Wallet,120,1098,Amex,5,41
5138,0,0,0,29.32,35.8,3169.44,932.52,Ireland,female,2021-01-05,Mobile,277,1187,MasterCard,63,53
1952,0,0,1,11.24,8.28,4406.32,85.12,Ireland,male,2021-03-28,Prepaid cards,76,1194,JBC,84,27
9125,1,0,1,19.4,10.36,4487.28,293.28,Turkey,female,2021-01-25,Credit cards,184,1167,JBC,47,67
1728,0,1,0,32.76,25.16,3184.96,218.28,Denmark,female,2021-02-28,E-Wallet,252,1070,Visa,69,35
1664,0,0,1,49.52,47.92,2569.08,783.28,Brazil,male,2021-03-22,Prepaid cards,98,1236,Visa,17,44
478,1,0,1,28.04,12.16,1659.08,845.72,Brazil,male,2021-02-14,Credit cards,59,1118,Visa,43,20
3969,1,1,1,16.56,12.72,3931.12,653.48,Germany,female,2021-02-04,E-Wallet,201,1134,Visa,51,91
6700,0,0,1,22.24,1.72,3375.84,314.72,Canada,female,2021-01-21,Bank transfers,145,1080,Visa,68,51
5777,1,0,0,9.48,33.56,2998,933.6,New Zealand,female,2021-01-28,Bank transfers,212,1035,Amex,23,14
5244,1,1,0,29.92,25.44,1801.84,673.28,Germany,male,2021-03-08,E-Wallet,104,1260,Amex,59,97
7885,1,0,0,3.72,35.92,3836.2,980.44,Germany,male,2021-01-18,Mobile,57,1292,JBC,8,95
2476,0,0,0,5.76,21.72,4893.48,398.92,Brazil,female,2021-02-26,Credit cards,175,1093,JBC,42,96
2832,0,0,1,31.64,12.04,3568.76,217.32,Denmark,female,2021-03-22,E-Wallet,292,1157,Amex,67,92
4599,1,0,1,46.92,32.6,1034.56,849.12,Switzerland,female,2021-01-13,E-Wallet,2,1264,Visa,19,90
8479,1,0,0,22.24,16.88,2540.56,790.04,Australia,male,2021-03-18,Bank transfers,260,1181,Amex,78,58
6863,0,0,0,36.04,36.08,4491.04,72.6,Brazil,male,2021-03-17,Credit cards,275,1193,Visa,26,91
7552,1,1,1,17.56,19.88,4525.68,908.16,Denmark,male,2021-03-28,E-Wallet,11,1102,JBC,28,14
3074,0,1,0,39.84,39.84,2773.32,238.12,Canada,male,2021-03-01,Mobile,83,1087,JBC,20,16
8939,0,1,1,14.24,9.52,2877.96,344.12,New Zealand,male,2021-03-12,E-Wallet,165,1243,Visa,81,43
589,1,1,0,18.2,11.84,1289.36,689.56,Spain,male,2021-01-16,Bank transfers,79,1271,Visa,6,26
1767,0,0,0,2.64,47.48,1232.72,270.92,Brazil,female,2021-03-17,Prepaid cards,40,1162,MasterCard,81,69
9872,0,0,1,28.4,8.36,3793.68,489.28,Australia,male,2021-01-21,Prepaid cards,130,1256,JBC,69,72
6965,1,1,0,41.56,33.36,2905.72,786.2,Canada,male,2021-03-15,Credit cards,159,1016,Visa,69,20
2599,0,1,1,7.08,26.04,3300.2,129.72,Norway,male,2021-03-29,Bank transfers,215,1066,MasterCard,48,78
8987,0,1,1,11.24,14.4,2698.72,958.6,United States,male,2021-03-16,E-Wallet,141,1101,Amex,53,45
3145,0,0,0,17.12,32.08,4585.2,821.52,Netherlands,female,2021-03-31,Credit cards,252,1140,JBC,59,78
8846,0,1,1,14.36,23.56,3737.16,577.64,United States,male,2021-01-18,Bank transfers,203,1101,Visa,94,19
